MixedSequence10
0.000711
0.000620
0.000353
0.000524
0.000351
0.000534
0.000452
0.000402
0.000512
0.000483
0.000492
0.000489
0.000442
0.000395
0.000329
0.000364
0.000531
0.000332
0.000276
0.000341
0.000369
0.000278
0.000309
0.000466
0.000683
0.000386
0.000601
0.000405
0.000303
0.001684
0.000440
0.000497
0.000384
0.000451
0.000332
0.000281
0.000324
0.000258
0.002760
0.000800
0.000313
0.000469
0.000340
0.000394
0.000659
0.000971
0.000631
0.000345
0.000309
0.000305
0.000395
0.000499
0.000446
0.002336
0.000316
0.003313
0.001156
0.000693
0.000442
0.000768
0.000613
0.000419
0.000521
0.000968
0.000535
0.000450
0.000882
0.000456
0.000640
0.000535
0.000489
0.000529
0.000647
0.000619
0.000642
0.000264
0.002137
0.000397
0.001036
0.000415
0.000391
0.000449
0.000357
0.000401
0.000811
0.000823
0.000370
0.000410
0.001195
0.000653
0.000592
0.000442
0.000303
0.000421
0.000518
0.000384
0.000330
0.000742
0.000367
0.000359
