Dummy
0.117452
0.001355
0.001297
0.001509
0.001315
0.001297
0.001250
0.001117
0.001587
0.001472
0.001177
0.001156
0.000909
0.001208
0.000945
0.002204
0.000958
0.000792
0.001156
0.000695
0.000848
0.000810
0.000848
0.000758
0.000760
0.000809
0.000688
0.000650
0.000873
0.000875
0.000703
0.000814
0.000737
0.000922
0.000805
0.000940
0.000996
0.000797
0.000759
0.000873
0.001071
0.000906
0.000896
0.000737
0.000788
0.001142
0.001175
0.000727
0.000828
0.000744
0.000891
0.000823
0.000934
0.000777
0.000860
0.000810
0.000749
0.000818
0.000874
0.000761
0.000759
0.000811
0.000749
0.000840
0.001018
0.000974
0.000770
0.000800
0.000746
0.000876
0.000832
0.000767
0.000958
0.000888
0.000810
0.000830
0.001025
0.000761
0.000760
0.000685
0.000805
0.001301
0.001048
0.001077
0.000823
0.000781
0.000670
0.000658
0.000800
0.000803
0.000542
0.000544
0.000689
0.000640
0.000775
0.000603
0.000815
0.000600
0.000590
0.000572
