PersonSequence50
0.000688
0.000667
0.000663
0.000685
0.000721
0.000576
0.000537
0.000604
0.000597
0.000561
0.000868
0.000710
0.000654
0.000943
0.000702
0.000846
0.000778
0.002784
0.000634
0.000694
0.000536
0.000505
0.000550
0.000580
0.000741
0.000663
0.000635
0.000764
0.000607
0.000629
0.000607
0.000592
0.000721
0.000700
0.000995
0.000745
0.000565
0.000607
0.000622
0.000973
0.000565
0.000785
0.000679
0.000591
0.000615
0.000660
0.001755
0.000914
0.000534
0.000583
0.000722
0.000643
0.000567
0.001227
0.000927
0.000757
0.000574
0.000523
0.000612
0.000559
0.000638
0.000809
0.000607
0.000517
0.000531
0.000501
0.000591
0.000580
0.000712
0.000730
0.000894
0.000871
0.000802
0.000787
0.000849
0.001196
0.001045
0.000915
0.000815
0.001166
0.000738
0.002267
0.000955
0.000780
0.000857
0.000741
0.000529
0.000688
0.000595
0.000622
0.000610
0.002175
0.001021
0.000527
0.000568
0.000718
0.000675
0.000553
0.000678
0.000742
