PersonSequence10
0.001605
0.004168
0.001172
0.000951
0.000706
0.001285
0.001015
0.002961
0.001153
0.001042
0.001022
0.001088
0.003712
0.003326
0.000842
0.000956
0.000705
0.000870
0.000684
0.000701
0.000568
0.000765
0.000718
0.000918
0.000615
0.000615
0.000649
0.000749
0.000810
0.000816
0.000647
0.000990
0.000957
0.000894
0.000860
0.000868
0.000714
0.000752
0.000714
0.000629
0.000747
0.000547
0.000643
0.000800
0.000950
0.000890
0.000869
0.000824
0.000794
0.000590
0.000713
0.000808
0.000722
0.001113
0.000789
0.000954
0.000613
0.000769
0.000601
0.000841
0.001033
0.000642
0.000709
0.000549
0.000685
0.000812
0.000701
0.000727
0.000705
0.000829
0.001023
0.000718
0.001029
0.000717
0.000762
0.000730
0.000874
0.000658
0.000632
0.000922
0.000740
0.000671
0.000707
0.000984
0.000712
0.000908
0.000717
0.000640
0.000792
0.000535
0.000615
0.000602
0.000779
0.000692
0.000609
0.000699
0.000738
0.000628
0.000747
0.000632
