SingleFiveDoubles
0.001143
0.001033
0.000723
0.000651
0.000642
0.000694
0.000776
0.000920
0.000752
0.000817
0.000677
0.000908
0.000851
0.000760
0.001068
0.000834
0.000736
0.000505
0.000605
0.000620
0.000453
0.000862
0.000583
0.000433
0.000672
0.000631
0.000583
0.000490
0.000577
0.000674
0.000573
0.000438
0.000524
0.000452
0.000434
0.000461
0.000415
0.000476
0.000463
0.001711
0.001642
0.000427
0.000467
0.000390
0.000443
0.000594
0.000574
0.000773
0.000605
0.000352
0.000365
0.000314
0.000434
0.000280
0.000294
0.000647
0.000416
0.001132
0.000453
0.000401
0.000434
0.000385
0.000489
0.000438
0.000481
0.000444
0.000609
0.001298
0.001940
0.001358
0.001624
0.000422
0.000453
0.000399
0.000385
0.000374
0.000421
0.000328
0.000447
0.000309
0.001109
0.000449
0.000643
0.000334
0.000445
0.000415
0.000363
0.000425
0.000419
0.000439
0.000412
0.000996
0.000396
0.000486
0.000495
0.000496
0.000634
0.000647
0.000489
0.000710
